event_type,event_percentage,bbox,road_completeness,building_completeness,current_density
early_import,96.7628089047798,"-61.875,54.84375,-59.0625,56.25",0,0,6.56
early_import,97.9858969598983,"-59.0625,53.4375,-56.25,54.84375",0,0,3.09
early_import,81.952838381511,"-54.84375,47.8125,-53.4375,48.515625",1,0,23.73
early_import,98.9894049452401,"-64.6875,56.25,-61.875,57.65625",0,0,2.01
early_import,94.5514650575298,"-64.6875,57.65625,-61.875,59.0625",0,0,0.28
early_import,84.5210268685388,"-67.5,59.0625,-61.875,61.875",0,0,0.06
early_import,91.58961615443,"-84.375,67.5,-81.5625,68.90625",0,0,0.0
early_import,88.8401590206348,"112.32421875,-7.294921875,112.5,-7.20703125",1,0,18397.02
early_import,98.0502296843646,"113.37890625,-8.349609375,113.5546875,-8.26171875",1,0,32519.98
early_import,86.5255087162782,"112.67578125,-7.5146484375,112.763671875,-7.470703125",1,0,118289.7
early_import,88.0640331767431,"9.755859375,3.9990234375,9.84375,4.04296875",1,0,87380.38
early_import,82.9383366579345,"9.755859375,4.04296875,9.84375,4.0869140625",0,0,114244.23
early_import,87.0627494218779,"17.9296875,39.90234375,18.10546875,39.990234375",0,0,24407.78
early_import,92.5051726437715,"89.12109375,23.203125,89.296875,23.291015625",1,0,13704.93
early_import,88.9492565740581,"30.234375,62.2265625,30.9375,62.578125",1,0,203.07
early_import,89.8385628702876,"30.9375,62.578125,31.640625,62.9296875",1,0,163.62
early_import,93.4740912523355,"30.9375,62.9296875,31.640625,63.28125",1,0,28.3
early_import,91.3785032516734,"22.5,68.90625,23.90625,69.609375",1,0,67.26
early_import,89.3795199100354,"98.701171875,3.5595703125,98.7890625,3.603515625",1,0,235348.84
early_import,90.3678448835699,"98.701171875,3.6474609375,98.7890625,3.69140625",0,0,67190.76
geometry_import,50.6191156343006,"8.7890625,50.44921875,9.140625,50.625",0,0,14998.39
geometry_import,64.7825972398139,"8.4375,63.6328125,9.140625,63.984375",1,0,733.53
geometry_import,50.410890728866,"29.53125,47.8125,30.9375,48.515625",1,0,1140.22
geometry_import,59.7620714555391,"67.5,59.0625,70.3125,60.46875",1,0,71.81
tag_import,46.3735597726917,"-80.15625,34.453125,-79.453125,34.8046875",0,0,368.14
tag_import,52.7557510567004,"6.15234375,51.2841796875,6.240234375,51.328125",0,0,42949.93
late_import,65.1996065918213,"-42.1875,-22.5,-39.375,-21.09375",1,0,87.17
late_import,79.9853411123163,"-84.375,68.90625,-81.5625,70.3125",0,0,5.84
late_import,73.1950452408986,"108.10546875,-6.85546875,108.28125,-6.767578125",1,0,13934.14
late_import,82.7677861998511,"110.56640625,-6.943359375,110.7421875,-6.85546875",1,0,28353.8
late_import,77.0363445774007,"7.734375,63.28125,8.4375,63.6328125",1,0,420.34
late_import,61.9974021373324,"39.19921875,48.515625,39.375,48.603515625",0,0,69443.45
late_import,71.0700177820985,"14.0625,67.5,15.46875,68.203125",1,0,178.72
late_import,76.3586510835441,"14.0625,68.203125,15.46875,68.90625",1,0,795.45
